year,emirate,waste_type,percentage,tons_per_day,tons_per_year
2024,Abu Dhabi,organic,0.3822280071728292,4377.049934293932,1597623.2260172851
2024,Abu Dhabi,plastic,0.20202979343808822,2313.526161084674,844437.0487959061
2024,Abu Dhabi,paper,0.14361180119607012,1644.5577330623614,600263.5725677619
2024,Abu Dhabi,metal,0.0805185041660474,922.0504692375571,336548.4212717083
2024,Abu Dhabi,glass,0.07565293861415123,866.3328792661862,316211.500932158
2024,Abu Dhabi,textile,0.057427444692409124,657.6252611021279,240033.22030227666
2024,Abu Dhabi,construction,0.04853151072040469,555.7542666251613,202850.30731818388
2024,Abu Dhabi,hazardous,0.010000000000000002,114.51410812800003,41797.64946672001
2024,Dubai,organic,0.35101428255323885,3157.750253105391,1152578.8423834678
2024,Dubai,plastic,0.17684412002091238,1590.9026854812905,580679.480200671
2024,Dubai,paper,0.14270342233705224,1283.770462916949,468576.21896468644
2024,Dubai,metal,0.09194103071591597,827.1082615275631,301894.51545756054
2024,Dubai,glass,0.07957213327013243,715.8367521292706,261280.41452718378
2024,Dubai,textile,0.06610666862504787,594.7004437092612,217065.66195388034
2024,Dubai,construction,0.06884756162183481,619.3577183118296,226065.5671838178
2024,Dubai,hazardous,0.022970780855865444,206.64683081844666,75426.09324873303
2024,Sharjah,organic,0.34173098708362026,1092.8783263927671,398900.58913336
2024,Sharjah,plastic,0.2011802361992028,643.3877176812358,234836.51695365107
2024,Sharjah,paper,0.1468279889013406,469.5656315733747,171391.45552428174
2024,Sharjah,metal,0.08297109554782893,265.347057974281,96851.67616061255
2024,Sharjah,glass,0.06234942003972533,199.39757411551616,72780.1145521634
2024,Sharjah,textile,0.05451146566266476,174.33127698206724,63630.916098454545
2024,Sharjah,construction,0.06854117047891345,219.19920204270724,80007.70874558814
2024,Sharjah,hazardous,0.041887636086703844,133.95943403805066,48895.19342388849
2024,Ajman,organic,0.39781839034642463,335.7080654863387,122533.44390251362
2024,Ajman,plastic,0.1822447781613284,153.79138673868087,56133.85615961852
2024,Ajman,paper,0.1450750073965292,122.42483320364883,44685.06411933182
2024,Ajman,metal,0.07537107440382969,63.6035894662957,23215.31015519793
2024,Ajman,glass,0.06706944586149584,56.59807205945539,20658.29630170122
2024,Ajman,textile,0.06455277082723027,54.47431878984073,19883.126358291865
2024,Ajman,construction,0.05786853300316203,48.83367319973993,17824.290717905074
2024,Ajman,hazardous,0.010000000000000002,8.438726656000004,3080.1352294400012
2024,Umm Al Quwain,organic,0.39617680809092604,179.54106983323985,65532.49048913254
2024,Umm Al Quwain,plastic,0.2146107094878511,97.25818269068421,35499.236682099734
2024,Umm Al Quwain,paper,0.13014899462021423,58.98146800776609,21528.235822834624
2024,Umm Al Quwain,metal,0.0963161897871461,43.64897541573597,15931.876026743628
2024,Umm Al Quwain,glass,0.07530145841159007,34.12543118908972,12455.782384017746
2024,Umm Al Quwain,textile,0.0541554602442432,24.542398926419157,8957.975608142991
2024,Umm Al Quwain,construction,0.023290379358029266,10.554831937065005,3852.513657028727
2024,Umm Al Quwain,hazardous,0.010000000000000002,4.531842000000001,1654.1223300000004
2024,Ras Al Khaimah,organic,0.3640858956106656,209.7073382573496,76543.1784639326
2024,Ras Al Khaimah,plastic,0.18390266967707944,105.92483757635344,38662.565715369004
2024,Ras Al Khaimah,paper,0.12741736338285872,73.39025335758168,26787.442475517313
2024,Ras Al Khaimah,metal,0.07565264712385582,43.5746494212768,15904.747038766032
2024,Ras Al Khaimah,glass,0.058083532379472336,33.45513550162063,12211.12445809153
2024,Ras Al Khaimah,textile,0.06499821860860897,37.437878204588756,13664.825544674895
2024,Ras Al Khaimah,construction,0.06010560680778298,34.61981628500568,12636.232944027075
2024,Ras Al Khaimah,hazardous,0.0657540664096761,37.87323379622353,13823.730335621589
2024,Fujairah,organic,0.2959726735509687,131.44967105427742,47979.12993481126
2024,Fujairah,plastic,0.144842308932561,64.32848558449243,23479.897238339734
2024,Fujairah,paper,0.14706697032217805,65.31651939303238,23840.52957845682
2024,Fujairah,metal,0.0798612993280605,35.46861742569944,12946.045360380296
2024,Fujairah,glass,0.05829692444465793,25.89128060299359,9450.31742009266
2024,Fujairah,textile,0.06304412412159137,27.999643609872372,10219.869917603415
2024,Fujairah,construction,0.07729778627995154,34.33009019994445,12530.482922979725
2024,Fujairah,hazardous,0.13361791302003084,59.34342012968792,21660.34834733609
2025,Abu Dhabi,organic,0.3602804802965532,5408.550305200612,1974120.8613982233
2025,Abu Dhabi,plastic,0.1763661147596647,2647.617775532194,966380.4880692508
2025,Abu Dhabi,paper,0.13272309578201594,1992.446384017602,727242.9301664247
2025,Abu Dhabi,metal,0.06634593419152131,995.9887982968398,363535.91137834656
2025,Abu Dhabi,glass,0.06359122308619852,954.6349242896512,348441.74736572267
2025,Abu Dhabi,textile,0.04881388552232712,732.7967233264951,267470.8040141707
2025,Abu Dhabi,construction,0.08122670430268426,1219.379734325634,445073.6030288564
2025,Abu Dhabi,hazardous,0.07065256205903507,1060.6401317469742,387133.6480876456
2025,Dubai,organic,0.3388628032064933,3806.561185085206,1389394.8325561
2025,Dubai,plastic,0.1533376313491822,1722.4937944900905,628710.234988883
2025,Dubai,paper,0.1657150201503753,1861.5332149797428,679459.6234676061
2025,Dubai,metal,0.06961904880681957,782.0544669492771,285449.88043648616
2025,Dubai,glass,0.05203509409962741,584.5279198177346,213352.69073347314
2025,Dubai,textile,0.0508419902125495,571.1253778351096,208460.762909815
2025,Dubai,construction,0.07780341507404158,873.9922384087886,319007.16701920785
2025,Dubai,hazardous,0.09178499710091108,1031.0521073172522,376334.019170797
2025,Sharjah,organic,0.4005536094843777,1610.7193785923162,587912.5731861955
2025,Sharjah,plastic,0.1769986538052651,711.7528213910961,259789.77980775008
2025,Sharjah,paper,0.1272692617287293,511.779350657922,186799.46299014153
2025,Sharjah,metal,0.07892683326913164,317.3831837420337,115844.86206584229
2025,Sharjah,glass,0.06217822472387524,250.03312694681838,91262.09133558872
2025,Sharjah,textile,0.05433181450148839,218.4808835059157,79745.52247965924
2025,Sharjah,construction,0.07788574590752607,313.196728924402,114316.80605740673
2025,Sharjah,hazardous,0.021855856579606522,87.88749094989646,32078.93419671221
2025,Ajman,organic,0.3448511762365034,350.750173010362,128023.81314878214
2025,Ajman,plastic,0.15499277543146844,157.64406951206217,57540.08537190269
2025,Ajman,paper,0.15115177613310146,153.737366385404,56114.13873067246
2025,Ajman,metal,0.08086994297301038,82.2532977810356,30022.453690077993
