year,emirate,waste_type,percentage,tons_per_day,tons_per_year
2024,Abu Dhabi,organic,0.43664894825660344,8338.248315908098,3043460.635306456
2024,Abu Dhabi,plastic,0.16993626703017498,3245.1029552082214,1184462.5786510007
2024,Abu Dhabi,paper,0.13924567025183393,2659.0353191290205,970547.8914820924
2024,Abu Dhabi,metal,0.07941362875210844,1516.482654650263,553516.1689473459
2024,Abu Dhabi,glass,0.06013504633201835,1148.3388447562224,419143.6783360212
2024,Abu Dhabi,textile,0.05361413046257905,1023.8154353134095,373692.63388939446
2024,Abu Dhabi,construction,0.07488604417171518,1430.0238995030732,521958.7233186217
2024,Abu Dhabi,hazardous,0.018376035063143212,350.90876556578274,128081.6994315107
2024,Dubai,organic,0.3744099303298756,6901.123835840268,2518910.2000816977
2024,Dubai,plastic,0.21629406810448157,3986.7322633018052,1455157.276105159
2024,Dubai,paper,0.1469408201381076,2708.4131967856,988570.816826744
2024,Dubai,metal,0.08391629074363227,1546.7450709866303,564561.95091012
2024,Dubai,glass,0.06652610200095624,1226.2091120816256,447566.3259097933
2024,Dubai,textile,0.06744616937378102,1243.167793897532,453756.2447725992
2024,Dubai,construction,0.04139479139438357,762.988794981278,278490.9101681665
2024,Dubai,hazardous,0.010172040506403633,187.4910506140318,68434.2334741216
2024,Sharjah,organic,0.40413567435604514,1920.4527245399265,700965.2444570732
2024,Sharjah,plastic,0.1600752466345681,760.6775720074676,277647.31378272566
2024,Sharjah,paper,0.12806906949573796,608.5842182437468,222133.2396589676
2024,Sharjah,metal,0.08113544035583514,385.5556125709286,140727.79858838895
2024,Sharjah,glass,0.08628604972549532,410.03130829555374,149661.42752787712
2024,Sharjah,textile,0.0591058344332102,280.8709252266149,102517.88770771443
2024,Sharjah,construction,0.05808117179919463,276.0017283897729,100740.6308622671
2024,Sharjah,hazardous,0.019962156522939926,94.86016779701053,34623.961245908846
2024,Ajman,organic,0.36902762284785334,453.4611429554422,165513.3171787364
2024,Ajman,plastic,0.18818614764306496,231.2431382237982,84403.74545168635
2024,Ajman,paper,0.15222388302612797,187.05270746250605,68274.23822381471
2024,Ajman,metal,0.08338101887579175,102.45859599457289,37397.3875380191
2024,Ajman,glass,0.07616100321210355,93.58664074703283,34159.12387266698
2024,Ajman,textile,0.0718074424104764,88.2369852339934,32206.499610407587
2024,Ajman,construction,0.06676171496271927,82.03679534618944,29943.430301359145
2024,Ajman,hazardous,0.020075489443374787,24.668761428018936,9004.097921226912
2024,Umm Al Quwain,organic,0.3619562773776306,291.8815420773213,106536.76285822227
2024,Umm Al Quwain,plastic,0.17379132558427723,140.14532495116117,51153.04360717383
2024,Umm Al Quwain,paper,0.15223784545023578,122.76459857107012,44809.0784784406
2024,Umm Al Quwain,metal,0.07873087661723853,63.48857890414115,23173.33130001152
2024,Umm Al Quwain,glass,0.07550931643893123,60.89071277635414,22225.110163369263
2024,Umm Al Quwain,textile,0.06856806107373327,55.293284449858504,20182.048824198355
2024,Umm Al Quwain,construction,0.07096980608475845,57.23005162674921,20888.96884376346
2024,Umm Al Quwain,hazardous,0.01986375094541611,16.01812876238355,5846.616998269996
2024,Ras Al Khaimah,organic,0.3547161975931161,549.1006738741438,200421.7459640625
2024,Ras Al Khaimah,plastic,0.17441861925077354,270.00002260019744,98550.00824907207
2024,Ras Al Khaimah,paper,0.1401870822776397,217.00960336578626,79208.50522851199
2024,Ras Al Khaimah,metal,0.07731845173334831,119.68896328322319,43686.47159837646
2024,Ras Al Khaimah,glass,0.08447115314348137,130.76134506610916,47727.89094912984
2024,Ras Al Khaimah,textile,0.05497734544670055,85.10493075149245,31063.299724294742
2024,Ras Al Khaimah,construction,0.08263222153842781,127.91467894148624,46688.85781364248
2024,Ras Al Khaimah,hazardous,0.019837679392592653,30.708727699733426,11208.685610402701
2024,Fujairah,organic,0.3777017455315604,356.24828638536775,130030.62453065923
2024,Fujairah,plastic,0.16143348906567717,152.26406688674672,55576.384413662556
2024,Fujairah,paper,0.11822891402672615,111.51351171000812,40702.43177415296
2024,Fujairah,metal,0.08004546771907523,75.49888515263176,27557.09308071059
2024,Fujairah,glass,0.08438969422341165,79.59635959152187,29052.671250905485
2024,Fujairah,textile,0.06241430071269063,58.869168432209804,21487.24647775658
2024,Fujairah,construction,0.08307016681568678,78.35178134055577,28598.400189302858
2024,Fujairah,hazardous,0.021927990022291573,20.682480189025412,7549.105268994275
2025,Abu Dhabi,organic,0.43351267045426184,10419.002074105754,3802935.7570486004
2025,Abu Dhabi,plastic,0.16850566269266254,4049.848986544554,1478194.8800887621
2025,Abu Dhabi,paper,0.13925603988948937,3346.8663486121172,1221606.2172434228
2025,Abu Dhabi,metal,0.07736904227620085,1859.4801649110316,678710.2601925265
2025,Abu Dhabi,glass,0.05968137816527326,1434.3765367639414,523547.4359188386
2025,Abu Dhabi,textile,0.051248637735780894,1231.7048595250492,449572.27372664295
2025,Abu Dhabi,construction,0.0681206636377986,1637.2055169413252,597580.0136835837
2025,Abu Dhabi,hazardous,0.019619705886384415,471.53813545837613,172111.4194423073
2025,Dubai,organic,0.33423551421159353,7759.107536017164,2832074.250646265
2025,Dubai,plastic,0.22328610512450053,5183.473411094918,1891967.7950496452
2025,Dubai,paper,0.15601916013670186,3621.9054819332587,1321995.5009056395
2025,Dubai,metal,0.09277843968413363,2153.8043084115357,786138.5725702106
2025,Dubai,glass,0.07780150346141271,1806.1223483233714,659234.6571380305
2025,Dubai,textile,0.056327136692191304,1307.6058414126799,477276.13211562816
2025,Dubai,construction,0.038877510572547964,902.5216424909178,329420.399509185
2025,Dubai,hazardous,0.01013316895842952,235.23636563441667,85861.27345656209
2025,Sharjah,organic,0.41807910062063586,2487.050031177481,907773.2613797805
2025,Sharjah,plastic,0.1790095935485169,1064.8841679840054,388682.721314162
2025,Sharjah,paper,0.1287870654960844,766.1226662174927,279634.7731693848
2025,Sharjah,metal,0.0775556664755033,461.35963849796474,168396.26805175713
2025,Sharjah,glass,0.08047641720737071,478.7344682561829,174738.08091350674
2025,Sharjah,textile,0.062059691730010344,369.17788529219,134749.92813164936
2025,Sharjah,construction,0.059355788770373584,353.0930297467139,128878.95585755058
2025,Sharjah,hazardous,0.020124722193129153,119.71703652146044,43696.71833033306
2025,Ajman,organic,0.3602008101066166,555.244079455944,202664.08900141955
2025,Ajman,plastic,0.1923536002345701,296.5101540462045,108226.20622686464
2025,Ajman,paper,0.1465092205792858,225.84173891301054,82432.23470324885
2025,Ajman,metal,0.08191773899366922,126.27495081199054,46090.35704637654
2025,Ajman,glass,0.06991109434815752,107.76689040097004,39334.91499635406
2025,Ajman,textile,0.0730701208469322,112.63648178187198,41112.315850383275
2025,Ajman,construction,0.07401870595820106,114.09871132748627,41646.02963453249
2025,Ajman,hazardous,0.02024875657815874,31.21315080618336,11392.800044256926
2025,Umm Al Quwain,organic,0.3412959040607642,344.43614155665244,125719.19166817814
2025,Umm Al Quwain,plastic,0.18463201496406398,186.33080000494255,68010.74200180403
2025,Umm Al Quwain,paper,0.14226286541468852,143.57181515282593,52403.712530781464
2025,Umm Al Quwain,metal,0.07862349234898697,79.34690108549502,28961.618896205684
2025,Umm Al Quwain,glass,0.08456845363300435,85.34656150335361,31151.49494872407
2025,Umm Al Quwain,textile,0.06777737860229457,68.40099307620882,24966.362472816218
2025,Umm Al Quwain,construction,0.06792432678061763,68.54929331347554,25020.492059418575
2025,Umm Al Quwain,hazardous,0.01984825828688509,20.030880592511863,7311.27141626683
2025,Ras Al Khaimah,organic,0.3606269552673687,699.772181504774,255416.84624924252
2025,Ras Al Khaimah,plastic,0.1586002263428852,307.75299725675853,112329.84399871687
2025,Ras Al Khaimah,paper,0.12625911422189914,244.99725964304082,89423.9997697099
2025,Ras Al Khaimah,metal,0.07989211622833997,155.02524046403997,56584.212769374586
2025,Ras Al Khaimah,glass,0.07912362822534105,153.53404154375932,56039.92516347215
2025,Ras Al Khaimah,textile,0.05660406002473586,109.83634469633525,40090.26581416236
2025,Ras Al Khaimah,construction,0.07471522007240859,144.9798241035964,52917.63579781268
2025,Ras Al Khaimah,hazardous,0.020425048286972003,39.6334228164337,14466.1993279983
2025,Fujairah,organic,0.38688884384249494,456.277157061645,166541.16232750044
2025,Fujairah,plastic,0.15635987900481949,184.40294210154642,67307.07386706444
2025,Fujairah,paper,0.1351723309638166,159.41541832277474,58186.62768781278
2025,Fujairah,metal,0.0840305540439567,99.10139027193158,36172.00744925503
2025,Fujairah,glass,0.08104224454621395,95.57712901769528,34885.65209145878
2025,Fujairah,textile,0.05610399045704853,66.16621200888717,24150.667383243817
2025,Fujairah,construction,0.07826986067927823,92.30751954401406,33692.24463356513
2025,Fujairah,hazardous,0.01985293084547476,23.41354368233584,8545.94344405258
2026,Abu Dhabi,organic,0.42883735771747045,8899.219820398435,3248215.234445429
2026,Abu Dhabi,plastic,0.16563325472388457,3437.216270526066,1254583.938742014
2026,Abu Dhabi,paper,0.13329823615566203,2766.2009474513934,1009663.3458197586
2026,Abu Dhabi,metal,0.07051045155156356,1463.230748675408,534079.2232665239
2026,Abu Dhabi,glass,0.05945452736617112,1233.798545830132,450336.4692279982
2026,Abu Dhabi,textile,0.045517770229829134,944.5833850989027,344772.9355610995
2026,Abu Dhabi,construction,0.07097470342094567,1472.864889366071,537595.684618616
2026,Abu Dhabi,hazardous,0.02083850792299031,432.440083398663,157840.63044051197
2026,Dubai,organic,0.34269388240856485,6873.665108556118,2508887.764622983
2026,Dubai,plastic,0.22369804148321937,4486.877360601272,1637710.2366194644
2026,Dubai,paper,0.1709454697356611,3428.779943573287,1251504.6794042496
2026,Dubai,metal,0.10011251317325434,2008.0308521774318,732931.2610447626
2026,Dubai,glass,0.06881983249258813,1380.370370361642,503835.18518199935
2026,Dubai,textile,0.05988805549387541,1201.219101357485,438444.97199548205
2026,Dubai,construction,0.03993431603345345,800.9921648555866,292362.1401722891
2026,Dubai,hazardous,0.010710409167746737,214.82661224436367,78411.71346919273
2026,Sharjah,organic,0.38560606543097303,1969.8868730937609,719008.7086792227
2026,Sharjah,plastic,0.1722510038273937,879.9524222669326,321182.6341274304
2026,Sharjah,paper,0.13059615863511143,667.1566700701397,243512.18457560102
2026,Sharjah,metal,0.07951901569838923,406.2266629818722,148272.73198838337
2026,Sharjah,glass,0.08222442979416991,420.0473991977427,153317.3007071761
2026,Sharjah,textile,0.05442408354577747,278.02801192238144,101480.22435166923
2026,Sharjah,construction,0.05859670193878499,299.3440308745949,109260.57126922715
2026,Sharjah,hazardous,0.021560716435785342,110.14394245557672,40202.538996285504
2026,Ajman,organic,0.387418056850309,513.9163715885982,187579.47562983833
2026,Ajman,plastic,0.19566802462502164,259.5568262066136,94738.24156541396
2026,Ajman,paper,0.14485865951428747,192.15737463557363,70137.44174198438
2026,Ajman,metal,0.08352976260890284,110.80359255482665,40443.31128251173
2026,Ajman,glass,0.06702337578709905,88.90760119999703,32451.274437998916
2026,Ajman,textile,0.06896906134048807,91.48858482264833,33393.333460266644
2026,Ajman,construction,0.06963542448880596,92.37252640794259,33715.972138899044
2026,Ajman,hazardous,0.019446027102651114,25.79547213585182,9415.347329585915
2026,Umm Al Quwain,organic,0.3356876548719568,290.8384700749261,106156.04157734802
2026,Umm Al Quwain,plastic,0.18401008142434075,159.42561420744295,58190.349185716674
2026,Umm Al Quwain,paper,0.14316644176100343,124.0388446924674,45274.178312750606
2026,Umm Al Quwain,metal,0.08367765030056547,72.49798865008609,26461.76585728142
2026,Umm Al Quwain,glass,0.0808942647196929,70.08647427885201,25581.563111780983
2026,Umm Al Quwain,textile,0.06933049784713104,60.067671928786915,21924.700254007224
2026,Umm Al Quwain,construction,0.06698324311143476,58.034019614505574,21182.417159294535
2026,Umm Al Quwain,hazardous,0.019287854236458894,16.710921404898272,6099.486312787869
2026,Ras Al Khaimah,organic,0.4028453710149656,672.1743738503823,245343.64645538953
2026,Ras Al Khaimah,plastic,0.16511048592340685,275.49785966778643,100556.71877874204
2026,Ras Al Khaimah,paper,0.136316064551149,227.4524468397402,83020.14309650517
2026,Ras Al Khaimah,metal,0.076790862949017,128.13067726243892,46767.69720079021
2026,Ras Al Khaimah,glass,0.08313473869117452,138.71585711451408,50631.28784679764
2026,Ras Al Khaimah,textile,0.06607477099071021,110.25016299948518,40241.30949481209
2026,Ras Al Khaimah,construction,0.07478076866983752,124.77670087173712,45543.49581818405
2026,Ras Al Khaimah,hazardous,0.01933991187586123,32.26993305824943,11778.525566261042
2026,Fujairah,organic,0.3715696351282027,375.8743764671791,137194.14741052038
2026,Fujairah,plastic,0.1592037832401703,161.0482049642408,58782.59481194789
2026,Fujairah,paper,0.12838496346407666,129.87234027659824,47403.40420095836
2026,Fujairah,metal,0.07315574264505868,74.00327301292378,27011.19464971718
2026,Fujairah,glass,0.08479015626653848,85.77247467017473,31306.953254613778
2026,Fujairah,textile,0.06021976517122348,60.917428510873336,22234.861406468768
2026,Fujairah,construction,0.08126935503862731,82.21088394506238,30006.97263994777
2026,Fujairah,hazardous,0.02026740237021571,20.502206069357147,7483.3052153153585
2027,Abu Dhabi,organic,0.41179201473540633,7196.623625829505,2626767.623427769
2027,Abu Dhabi,plastic,0.16412800175891604,2868.3592999668813,1046951.1444879117
2027,Abu Dhabi,paper,0.13170514711952994,2301.725967204056,840129.9780294804
2027,Abu Dhabi,metal,0.07935081084193638,1386.7629764524115,506168.4864051302
2027,Abu Dhabi,glass,0.062326081425158955,1089.232753524559,397569.95503646403
2027,Abu Dhabi,textile,0.05137673834593555,897.8781417993093,327725.5217567479
2027,Abu Dhabi,construction,0.06367309812459886,1112.7736961768949,406162.3991045666
2027,Abu Dhabi,hazardous,0.017983630918382953,314.2883264227244,114715.23914429442
2027,Dubai,organic,0.34255053050747336,5789.902210704776,2113314.306907243
2027,Dubai,plastic,0.22022218538830804,3722.268116581369,1358627.8625521997
2027,Dubai,paper,0.17240299811398377,2914.012418645221,1063614.5328055057
2027,Dubai,metal,0.08867893276931552,1498.8806122219637,547091.4234610167
2027,Dubai,glass,0.06574695240078417,1111.2767056248858,405615.99755308335
2027,Dubai,textile,0.06559777944440798,1108.7553350445503,404695.6972912609
2027,Dubai,construction,0.037643689974634305,636.2660816211036,232237.1197917028
2027,Dubai,hazardous,0.0101932866481969,172.29029775931153,62885.95868214871
2027,Sharjah,organic,0.42671003367074045,1825.698321544928,666379.8873638987
2027,Sharjah,plastic,0.1616906246970999,691.8007049884095,252507.25732076948
2027,Sharjah,paper,0.1325118129284097,566.957829341668,206939.60770970883
2027,Sharjah,metal,0.07983771644560972,341.58930751368524,124680.09724249512
2027,Sharjah,glass,0.07596857289487373,325.03500053939524,118637.77519687926
2027,Sharjah,textile,0.06069252389917162,259.67572887808814,94781.64104050217
2027,Sharjah,construction,0.05401724620598402,231.11524911748631,84357.0659278825
2027,Sharjah,hazardous,0.019442022227029114,83.18357794866202,30362.00595126164
2027,Ajman,organic,0.3814534955916954,424.6672759795716,155003.55573254364
2027,Ajman,plastic,0.1831650479259265,203.91529467233,74429.08255540044
2027,Ajman,paper,0.13866202653443088,154.37065270261436,56345.288236454246
2027,Ajman,metal,0.08552971818606929,95.2191364272013,34754.984795928474
2027,Ajman,glass,0.0728831570858839,81.13988242903224,29616.057086596767
2027,Ajman,textile,0.07239964897235761,80.60159905803643,29419.583656183295
2027,Ajman,construction,0.06460831645118248,71.92760866010829,26253.577160939527
2027,Ajman,hazardous,0.021946347643325,24.432586879128923,8917.894210882057
2027,Umm Al Quwain,organic,0.3316832375166239,240.60102555891865,87819.37432900531
2027,Umm Al Quwain,plastic,0.17862601480475915,129.5742367787688,47294.596424250616
2027,Umm Al Quwain,paper,0.1426942907650347,103.50958027461112,37780.99680023306
2027,Umm Al Quwain,metal,0.07945767139963465,57.638116928708186,21037.91267897849
2027,Umm Al Quwain,glass,0.0850822722911795,61.71816858581815,22527.131533823624
2027,Umm Al Quwain,textile,0.0668891864794664,48.52101356178654,17710.169950052088
2027,Umm Al Quwain,construction,0.06833069428260223,49.56667465211608,18091.83624802237
2027,Umm Al Quwain,hazardous,0.01954093259893988,14.174874976752479,5173.829366514655
2027,Ras Al Khaimah,organic,0.36922746416258756,516.6608401057796,188581.20663860955
2027,Ras Al Khaimah,plastic,0.1724168317743737,241.2632693912996,88061.09332782435
2027,Ras Al Khaimah,paper,0.15106712357062135,211.38857358127532,77156.8293571655
2027,Ras Al Khaimah,metal,0.0771452149479457,107.94947676913688,39401.55902073496
2027,Ras Al Khaimah,glass,0.08082868553862232,113.1037656414454,41282.874459127575
2027,Ras Al Khaimah,textile,0.0658630381241795,92.16230078208137,33639.2397854597
2027,Ras Al Khaimah,construction,0.08254415853023354,115.50423094549532,42159.04429510579
2027,Ras Al Khaimah,hazardous,0.019411410283311954,27.16243107039743,9914.287340695062
2027,Fujairah,organic,0.37427149438246443,316.7203275237688,115602.9195461756
2027,Fujairah,plastic,0.15089892148890496,127.69542044821212,46608.82846359742
2027,Fujairah,paper,0.14521878537955646,122.8887103569166,44854.37928027456
2027,Fujairah,metal,0.07852410793098048,66.44957352001089,24254.094334803973
2027,Fujairah,glass,0.08312168328681573,70.34018660268217,25674.16810997899
2027,Fujairah,textile,0.06364758969806797,53.86059520384093,19659.11724940194
2027,Fujairah,construction,0.07734287606475305,65.44997790781939,23889.241936354076
2027,Fujairah,hazardous,0.019460616118375667,16.46818633889275,6010.888013695853
2028,Abu Dhabi,organic,0.44904295978032793,10138.44882945824,3700533.822752258
2028,Abu Dhabi,plastic,0.15473328368019423,3493.5532216630922,1275146.9259070286
2028,Abu Dhabi,paper,0.13847733986207356,3126.528083010012,1141182.7502986544
2028,Abu Dhabi,metal,0.07583225859245438,1712.1334531955508,624928.710416376
2028,Abu Dhabi,glass,0.05856864563314193,1322.3572574275906,482660.3989610706
2028,Abu Dhabi,textile,0.05130982482356211,1158.4682981704775,422840.9288322243
2028,Abu Dhabi,construction,0.07037283132156044,1588.8710284796966,579937.9253950893
2028,Abu Dhabi,hazardous,0.01914277603344341,432.2037592211416,157754.3721157167
2028,Dubai,organic,0.3482095127819435,7608.164430475838,2776980.017123681
2028,Dubai,plastic,0.22203674658896047,4851.366822693838,1770748.890283251
2028,Dubai,paper,0.14702576544439303,3212.422860250818,1172534.3439915485
2028,Dubai,metal,0.0885528437074311,1934.8253593929376,706211.2561784222
2028,Dubai,glass,0.0673398461476474,1471.3343645355271,537037.0430554674
